,id,mssubclass,lotconfig,neighborhood,bldgtype,housestyle,yearbuilt,yearremod/add,roofstyle,roofmatl,masvnrtype,masvnrarea,foundation,totalbsmtsf,grlivarea,fullbath,totrmsabvgrd,garagefinish,garagecars,saletype,saleprice,agesold,total_sqft,totalqual,combined_exterior
419,2203,70,Inside,Crawfor,1Fam,2Story,1921,1950,Gable,CompShg,None,0.0,BrkTil,585.0,1436,1,7,1.0,1.0,CWD,141500,86,2249.0,15.0,VinylSdVinylSd
420,356,60,Inside,Gilbert,1Fam,2Story,1998,1999,Gable,CompShg,None,0.0,PConc,952.0,1636,2,7,3.0,2.0,WD ,191000,11,3028.0,17.0,VinylSdVinylSd
421,2475,20,Inside,SawyerW,1Fam,1Story,2004,2004,Gable,CompShg,None,0.0,PConc,1158.0,1158,1,5,1.0,2.0,New,158000,2,2892.0,17.0,VinylSdVinylSd
422,2264,20,Inside,Timber,1Fam,1Story,2006,2007,Gable,CompShg,Stone,274.0,PConc,1638.0,1646,2,6,2.0,3.0,New,248900,1,4154.0,20.0,VinylSdVinylSd
423,2201,50,Corner,SWISU,1Fam,1.5Fin,1937,1950,Gable,CompShg,BrkFace,252.0,BrkTil,731.0,1768,1,7,1.0,1.0,WD ,175000,70,2739.0,16.0,Wd SdngWd Sdng
424,2545,190,Inside,NAmes,2fmCon,1Story,1965,2000,Hip,CompShg,None,0.0,PConc,1187.0,1565,2,7,2.0,1.0,WD ,185900,41,3051.0,16.0,BrkFaceVinylSd
425,2660,75,Inside,OldTown,1Fam,2.5Unf,1914,1970,Gable,CompShg,None,0.0,BrkTil,880.0,1768,1,6,1.0,2.0,WD ,163000,92,2968.0,17.0,Wd SdngWd Sdng
426,2882,190,Inside,IDOTRR,2fmCon,1.5Fin,1951,1951,Gable,CompShg,None,0.0,CBlock,660.0,1396,2,8,0.0,0.0,WD ,115000,55,2056.0,13.0,WdShingWdShing
427,1379,80,Inside,Sawyer,1Fam,SLvl,1978,1978,Gable,CompShg,BrkFace,39.0,CBlock,1008.0,1096,1,6,1.0,2.0,WD ,157500,30,2588.0,15.0,HdBoardPlywood
428,491,60,CulDSac,Gilbert,1Fam,2Story,1999,1999,Gable,CompShg,BrkFace,210.0,PConc,1177.0,2312,2,8,3.0,3.0,WD ,245000,10,4147.0,19.0,VinylSdVinylSd
429,1002,120,Inside,StoneBr,TwnhsE,1Story,1993,1993,Gable,CompShg,None,0.0,PConc,1337.0,1337,2,5,2.0,2.0,WD ,180000,15,3136.0,20.0,HdBoardHdBoard
430,1848,160,FR2,Somerst,TwnhsE,2Story,2004,2004,Gable,CompShg,None,0.0,PConc,551.0,1102,2,4,1.0,2.0,WD ,148800,3,2133.0,19.0,MetalSdMetalSd
431,1455,60,Inside,CollgCr,1Fam,2Story,2002,2002,Gable,CompShg,None,0.0,PConc,1128.0,2031,2,7,2.0,2.0,WD ,237000,6,3736.0,20.0,VinylSdVinylSd
432,908,30,Inside,SWISU,1Fam,1Story,1920,1950,Gable,CompShg,None,0.0,CBlock,290.0,438,1,3,1.0,1.0,WD ,60000,89,974.0,10.0,Wd SdngWd Sdng
433,1490,85,Inside,Edwards,1Fam,SFoyer,1976,1976,Gable,CompShg,BrkFace,222.0,CBlock,456.0,1033,1,6,2.0,2.0,WD ,165000,32,1993.0,15.0,HdBoardPlywood
434,1465,60,CulDSac,CollgCr,1Fam,2Story,2003,2003,Gable,CompShg,None,0.0,PConc,1129.0,2327,2,9,2.0,2.0,WD ,240000,5,4052.0,19.0,VinylSdVinylSd
435,1627,20,Corner,Gilbert,1Fam,1Story,1992,1993,Gable,CompShg,BrkFace,52.0,PConc,1168.0,1187,2,6,2.0,2.0,WD ,160000,15,2775.0,18.0,HdBoardHdBoard
436,2849,190,Corner,SWISU,2fmCon,1.5Fin,1945,1950,Gable,CompShg,None,0.0,CBlock,780.0,1340,1,6,1.0,1.0,WD ,128000,61,2560.0,15.0,Wd SdngWd Sdng
437,1501,90,Inside,Edwards,Duplex,1Story,1955,1955,Gable,CompShg,None,0.0,PConc,0.0,1152,2,6,0.0,0.0,WD ,82000,53,1152.0,9.0,AsbShngPlywood
438,626,20,Inside,NAmes,1Fam,1Story,1966,2008,Gable,CompShg,BrkFace,210.0,CBlock,1562.0,1567,2,5,1.0,2.0,WD ,256000,43,3671.0,16.0,MetalSdMetalSd
439,722,70,Inside,OldTown,1Fam,2Story,1920,1988,Hip,CompShg,None,0.0,PConc,650.0,1482,1,7,1.0,2.0,WD ,143000,89,2456.0,16.0,VinylSdVinylSd
440,2260,20,Inside,Timber,1Fam,1Story,2006,2007,Gable,CompShg,None,0.0,PConc,1689.0,1689,2,7,3.0,2.0,New,231713,1,3811.0,19.0,VinylSdVinylSd
441,1639,190,FR2,Gilbert,2fmCon,1Story,1969,1990,Gable,CompShg,None,0.0,CBlock,1100.0,1424,1,7,1.0,3.0,WD ,155000,38,3352.0,15.0,HdBoardHdBoard
442,1603,20,Inside,Mitchel,1Fam,1Story,1983,1983,Gable,CompShg,None,0.0,CBlock,816.0,816,1,4,1.0,1.0,WD ,128500,25,1896.0,14.0,VinylSdVinylSd
443,1520,30,Corner,SWISU,1Fam,1Story,1921,1950,Gable,CompShg,BrkFace,174.0,BrkTil,1228.0,1424,2,7,1.0,1.0,WD ,168000,87,2964.0,16.0,WdShingWdShing
444,1665,60,CulDSac,NAmes,1Fam,2Story,1972,2004,Gable,CompShg,BrkFace,138.0,CBlock,725.0,1479,1,7,3.0,2.0,WD ,184000,35,2688.0,17.0,HdBoardHdBoard
445,2635,190,Inside,NAmes,2fmCon,SFoyer,1962,1962,Gable,CompShg,None,0.0,CBlock,1025.0,1025,1,6,0.0,0.0,WD ,124000,44,2050.0,14.0,MetalSdMetalSd
446,581,20,Inside,NWAmes,1Fam,1Story,1970,1970,Hip,CompShg,BrkFace,571.0,CBlock,1442.0,1442,2,6,2.0,2.0,WD ,185000,39,3499.0,15.0,HdBoardHdBoard
447,2435,60,Corner,Gilbert,1Fam,2Story,2000,2000,Gable,CompShg,BrkFace,40.0,PConc,1406.0,1936,2,7,2.0,2.0,WD ,230500,6,3846.0,20.0,VinylSdVinylSd
448,2799,60,Corner,CollgCr,1Fam,2Story,1998,1998,Gable,CompShg,BrkFace,227.0,PConc,1054.0,1939,2,8,2.0,3.0,WD ,227000,8,3548.0,18.0,VinylSdVinylSd
449,883,60,FR2,CollgCr,1Fam,2Story,2005,2005,Gable,CompShg,None,0.0,PConc,738.0,1476,2,7,3.0,2.0,WD ,173500,4,2754.0,18.0,VinylSdVinylSd
450,2537,85,Inside,NAmes,1Fam,SFoyer,1968,1968,Gable,CompShg,None,0.0,CBlock,833.0,898,1,6,2.0,1.0,WD ,140000,38,2057.0,15.0,HdBoardHdBoard
451,1120,20,Corner,Somerst,1Fam,1Story,2006,2007,Hip,CompShg,None,0.0,PConc,1460.0,1460,2,6,3.0,2.0,WD ,247000,2,3400.0,21.0,VinylSdVinylSd
452,774,85,CulDSac,Sawyer,1Fam,SFoyer,1978,1978,Gable,CompShg,BrkFace,23.0,CBlock,456.0,1034,1,5,3.0,2.0,WD ,149900,31,1994.0,16.0,PlywoodHdBoard
453,1447,20,Inside,CollgCr,1Fam,1Story,1978,1978,Gable,CompShg,BrkFace,180.0,CBlock,864.0,1174,1,5,1.0,2.0,WD ,158000,30,2566.0,15.0,HdBoardHdBoard
454,104,160,FR2,Somerst,TwnhsE,2Story,2003,2003,Gable,CompShg,None,0.0,PConc,530.0,1080,2,4,2.0,2.0,WD ,147110,7,2106.0,19.0,VinylSdVinylSd
455,2694,50,Inside,IDOTRR,1Fam,1.5Fin,1937,1950,Gable,CompShg,None,0.0,BrkTil,780.0,1376,2,7,1.0,1.0,WD ,119500,69,2354.0,15.0,MetalSdMetalSd
456,920,50,Inside,Crawfor,1Fam,1.5Fin,1940,1950,Gable,CompShg,None,0.0,CBlock,840.0,1567,1,6,1.0,2.0,WD ,205000,69,2847.0,14.0,Wd SdngWd Sdng
457,1951,70,Inside,OldTown,1Fam,2Story,1895,1999,Gable,CompShg,None,0.0,CBlock,736.0,1534,1,6,0.0,0.0,WD ,148000,112,2270.0,16.0,Wd SdngHdBoard
458,9,120,Inside,StoneBr,TwnhsE,1Story,1995,1996,Gable,CompShg,None,0.0,PConc,1595.0,1616,2,5,2.0,2.0,WD ,236500,15,3819.0,20.0,CemntBdCemntBd
459,2848,50,Inside,SWISU,1Fam,1.5Fin,1938,1950,Gable,CompShg,None,0.0,BrkTil,1058.0,1551,2,6,1.0,1.0,WD ,137000,68,2849.0,12.0,MetalSdMetalSd
460,614,20,Inside,NAmes,1Fam,1Story,1955,1955,Gable,CompShg,None,0.0,CBlock,960.0,960,1,5,2.0,1.0,WD ,122000,54,2250.0,14.0,Wd SdngWd Sdng
461,1736,20,Inside,Gilbert,1Fam,1Story,2007,2007,Gable,CompShg,None,0.0,PConc,1302.0,1302,2,6,3.0,2.0,New,176485,0,3040.0,19.0,VinylSdVinylSd
462,2686,30,Inside,BrkSide,1Fam,1Story,1925,1950,Gable,CompShg,None,0.0,BrkTil,816.0,816,1,4,1.0,1.0,WD ,109000,81,1842.0,14.0,MetalSdMetalSd
463,2257,120,Inside,GrnHill,TwnhsE,1Story,1998,1998,Gable,CompShg,BrkFace,239.0,PConc,1502.0,1502,1,5,3.0,1.0,WD ,330000,9,3290.0,19.0,Wd SdngWd Sdng
464,1284,20,Inside,OldTown,1Fam,1Story,2008,2008,Gable,CompShg,None,0.0,PConc,192.0,1133,1,7,1.0,1.0,WD ,143000,0,1633.0,15.0,VinylSdVinylSd
465,1765,60,Inside,NoRidge,1Fam,2Story,1998,1998,Gable,CompShg,BrkFace,422.0,PConc,1408.0,3078,2,9,3.0,3.0,WD ,410000,9,5292.0,22.0,MetalSdMetalSd
466,1811,60,Inside,SawyerW,1Fam,2Story,1994,1994,Gable,CompShg,BrkFace,105.0,PConc,928.0,1721,2,7,2.0,2.0,WD ,201000,13,3120.0,18.0,HdBoardHdBoard
467,2603,50,Inside,OldTown,1Fam,1.5Fin,1910,1950,Gable,CompShg,None,0.0,BrkTil,1077.0,1760,1,7,1.0,2.0,COD,80000,96,3485.0,12.0,VinylSdVinylSd
468,2220,70,Inside,Crawfor,1Fam,2Story,1945,2002,Gambrel,CompShg,None,0.0,CBlock,1028.0,2320,2,9,1.0,1.0,WD ,259500,62,3528.0,16.0,Wd SdngWd Sdng
469,2273,60,Inside,Timber,1Fam,2Story,2003,2004,Gable,CompShg,BrkFace,94.0,PConc,1122.0,2486,3,10,3.0,2.0,WD ,279900,4,4060.0,19.0,VinylSdVinylSd
470,163,20,Inside,NAmes,1Fam,1Story,1959,1994,Hip,CompShg,None,0.0,CBlock,1246.0,1246,1,6,2.0,1.0,WD ,154000,51,2797.0,15.0,BrkFaceBrkFace
471,2116,50,CulDSac,ClearCr,1Fam,1.5Fin,1958,2006,Gable,CompShg,BrkCmn,472.0,CBlock,1444.0,2144,2,7,3.0,2.0,WD ,277000,49,3977.0,18.0,Wd SdngHdBoard
472,2734,50,Inside,Edwards,1Fam,1.5Fin,1942,1950,Gable,CompShg,None,0.0,BrkTil,799.0,1150,1,6,1.0,1.0,WD ,128000,64,2164.0,14.0,BrkFaceWd Sdng
473,426,20,Corner,NridgHt,1Fam,1Story,2007,2007,Gable,CompShg,Stone,640.0,PConc,1566.0,1600,2,7,2.0,3.0,WD ,256300,2,4056.0,20.0,VinylSdVinylSd
474,2216,50,Inside,Crawfor,1Fam,1.5Fin,1930,2003,Gable,CompShg,None,0.0,BrkTil,930.0,1755,2,7,1.0,1.0,WD ,188000,77,2916.0,14.0,AsbShngCemntBd
475,2900,20,Inside,Timber,1Fam,1Story,2002,2002,Hip,CompShg,BrkFace,630.0,PConc,1800.0,1800,2,7,3.0,3.0,WD ,312500,4,4365.0,21.0,VinylSdVinylSd
476,97,160,Inside,Somerst,TwnhsE,2Story,2004,2005,Gable,CompShg,None,0.0,PConc,600.0,1200,2,4,2.0,2.0,WD ,151000,6,2280.0,19.0,MetalSdMetalSd
477,1680,160,Inside,BrDale,TwnhsE,2Story,1971,1971,Gable,CompShg,BrkFace,376.0,CBlock,765.0,1365,1,6,1.0,2.0,WD ,122500,36,2570.0,14.0,HdBoardHdBoard
478,1133,60,Inside,SawyerW,1Fam,2Story,2003,2003,Gable,CompShg,None,0.0,PConc,835.0,1696,2,7,2.0,2.0,WD ,188000,5,3073.0,18.0,VinylSdVinylSd
479,2761,60,Corner,CollgCr,1Fam,2Story,2005,2006,Gable,CompShg,None,0.0,PConc,945.0,1809,2,8,2.0,2.0,New,209700,1,3392.0,19.0,VinylSdVinylSd
480,1642,20,Inside,StoneBr,1Fam,1Story,2006,2006,Hip,CompShg,BrkFace,945.0,PConc,2220.0,2234,1,7,2.0,2.0,WD ,441929,1,5178.0,21.0,VinylSdVinylSd
481,1141,60,Inside,SawyerW,1Fam,2Story,1993,1994,Gable,CompShg,BrkFace,120.0,PConc,886.0,1680,2,7,2.0,2.0,WD ,163000,15,3040.0,18.0,HdBoardHdBoard
482,2118,60,Inside,ClearCr,1Fam,2Story,1966,2007,Gable,CompShg,BrkFace,157.0,CBlock,832.0,2087,2,9,3.0,2.0,WD ,187500,41,3363.0,16.0,HdBoardHdBoard
483,870,20,FR3,CollgCr,1Fam,1Story,1999,2000,Gable,CompShg,BrkFace,260.0,PConc,1462.0,1513,2,5,3.0,2.0,WD ,220000,10,3496.0,20.0,VinylSdVinylSd
484,1875,20,Inside,NAmes,1Fam,1Story,1967,1993,Gable,CompShg,None,0.0,CBlock,949.0,1107,1,5,2.0,1.0,WD ,127000,40,2364.0,15.0,MetalSdMetalSd
485,155,20,Inside,NAmes,1Fam,1Story,1955,2007,Gable,CompShg,None,0.0,Slab,0.0,827,1,5,1.0,1.0,WD ,107500,55,1219.0,11.0,VinylSdVinylSd
486,1318,75,Inside,OldTown,1Fam,2.5Unf,1914,2001,Gable,CompShg,None,0.0,CBlock,742.0,1484,2,9,0.0,0.0,WD ,128000,94,2226.0,15.0,Wd SdngWdShing
487,1285,30,Inside,OldTown,1Fam,1Story,1925,2004,Gable,CompShg,None,0.0,BrkTil,680.0,764,1,4,1.0,2.0,WD ,73000,83,1948.0,13.0,Wd SdngWd Sdng
488,2400,20,Inside,NridgHt,1Fam,1Story,2003,2004,Hip,CompShg,BrkFace,562.0,PConc,1792.0,1792,2,6,3.0,3.0,WD ,374000,3,4458.0,23.0,VinylSdVinylSd
489,1068,60,Inside,NridgHt,1Fam,2Story,2001,2002,Gable,CompShg,BrkFace,1110.0,PConc,1479.0,2649,2,10,3.0,3.0,WD ,421250,7,4874.0,21.0,VinylSdVinylSd
490,361,60,Corner,Gilbert,1Fam,2Story,1992,1993,Gable,CompShg,None,0.0,PConc,808.0,1593,2,7,2.0,2.0,WD ,178000,17,2790.0,16.0,VinylSdVinylSd
491,1493,85,Inside,Edwards,1Fam,SFoyer,1972,1972,Gable,CompShg,None,0.0,CBlock,1138.0,1181,2,6,2.0,2.0,WD ,137500,36,2907.0,14.0,PlywoodPlywood
492,1110,20,Corner,NoRidge,1Fam,1Story,1994,1994,Hip,CompShg,BrkFace,554.0,PConc,1986.0,1987,2,7,3.0,2.0,WD ,301500,14,4664.0,20.0,HdBoardHdBoard
493,911,70,Inside,SWISU,1Fam,2Story,1935,1950,Gable,CompShg,None,0.0,BrkTil,583.0,1242,1,6,1.0,1.0,WD ,105000,74,2005.0,15.0,Wd SdngWd Sdng
494,2535,20,Inside,NAmes,1Fam,1Story,1968,2004,Hip,CompShg,BrkFace,203.0,CBlock,976.0,976,1,4,2.0,2.0,WD ,157500,38,2456.0,16.0,HdBoardHdBoard
495,2030,50,Inside,OldTown,1Fam,1.5Fin,1901,1950,Gable,CompShg,None,0.0,CBlock,969.0,1214,1,6,1.0,1.0,WD ,117000,106,2399.0,14.0,AsbShngAsbShng
496,2634,20,Inside,NAmes,1Fam,1Story,1962,1962,Gable,CompShg,None,0.0,CBlock,864.0,864,1,5,1.0,1.0,WD ,105000,44,2064.0,14.0,Wd SdngWd Sdng
497,1530,50,Inside,SWISU,1Fam,1.5Fin,1936,1950,Gable,CompShg,None,0.0,BrkTil,1064.0,1639,1,6,1.0,1.0,WD ,115000,72,2943.0,15.0,MetalSdMetalSd
498,435,20,Inside,NridgHt,1Fam,1Story,2008,2008,Gable,CompShg,Stone,302.0,PConc,1736.0,1736,2,7,2.0,3.0,WD ,360000,1,4306.0,24.0,VinylSdVinylSd
499,812,90,Inside,SawyerW,Duplex,1Story,1979,1979,Gable,CompShg,None,0.0,Slab,0.0,1535,2,8,1.0,2.0,WD ,118858,30,1935.0,11.0,PlywoodPlywood
500,1202,60,Inside,NWAmes,1Fam,2Story,1966,2000,Hip,CompShg,BrkFace,252.0,CBlock,800.0,1632,1,7,1.0,2.0,WD ,173000,42,2916.0,16.0,HdBoardHdBoard
501,666,30,Corner,OldTown,1Fam,1Story,1890,1998,Gable,CompShg,None,0.0,BrkTil,630.0,725,1,4,1.0,1.0,WD ,78500,119,1675.0,12.0,VinylSdVinylSd
502,1751,60,Inside,Gilbert,1Fam,2Story,2004,2004,Gable,CompShg,None,0.0,PConc,840.0,1720,2,7,3.0,2.0,WD ,183500,3,3000.0,19.0,VinylSdVinylSd
503,705,20,Inside,OldTown,2fmCon,1Story,1953,1953,Gable,CompShg,None,0.0,CBlock,936.0,936,1,4,1.0,2.0,WD ,93000,56,2448.0,11.0,MetalSdMetalSd
504,1744,120,Inside,Blmngtn,TwnhsE,1Story,2003,2003,Hip,CompShg,BrkFace,72.0,PConc,1406.0,1589,2,7,3.0,3.0,WD ,226500,4,3625.0,20.0,VinylSdVinylSd
505,357,60,Inside,Gilbert,1Fam,2Story,1993,1994,Gable,CompShg,None,0.0,PConc,799.0,1571,2,7,2.0,2.0,WD ,178000,16,2750.0,17.0,VinylSdVinylSd
506,2133,20,Inside,CollgCr,1Fam,1Story,2003,2003,Gable,CompShg,BrkFace,167.0,PConc,1453.0,1479,2,7,2.0,2.0,WD ,226000,4,3490.0,19.0,VinylSdVinylSd
507,989,60,Inside,Mitchel,1Fam,2Story,1969,1969,Gable,CompShg,BrkFace,178.0,CBlock,784.0,1632,1,7,2.0,2.0,WD ,173000,40,3314.0,15.0,VinylSdVinylSd
508,562,20,Inside,Sawyer,1Fam,1Story,1965,1965,Gable,CompShg,None,0.0,CBlock,864.0,864,1,5,1.0,1.0,WD ,62383,44,2088.0,14.0,MetalSdMetalSd
509,1054,60,Inside,NridgHt,1Fam,2Story,2008,2008,Hip,CompShg,Stone,268.0,PConc,1452.0,2713,2,11,3.0,3.0,New,446261,0,5023.0,24.0,VinylSdVinylSd
510,2850,70,Inside,SWISU,1Fam,2Story,1926,1997,Gable,CompShg,None,0.0,BrkTil,624.0,1479,1,6,1.0,1.0,WD ,160000,80,2415.0,17.0,Wd SdngStucco
511,1082,120,Inside,Blmngtn,TwnhsE,1Story,2004,2004,Hip,CompShg,BrkFace,24.0,PConc,1393.0,1576,2,7,2.0,3.0,WD ,219990,4,3637.0,19.0,VinylSdVinylSd
512,1440,20,CulDSac,CollgCr,1Fam,1Story,1999,2000,Gable,CompShg,BrkFace,125.0,PConc,1468.0,1479,2,6,2.0,2.0,WD ,191000,9,3524.0,19.0,VinylSdVinylSd
513,2006,40,Inside,BrkSide,1Fam,1Story,1925,1994,Gable,CompShg,None,0.0,PConc,756.0,1060,1,6,1.0,1.0,WD ,136500,82,2124.0,14.0,MetalSdMetalSd
514,2082,30,CulDSac,Edwards,1Fam,1Story,1958,1994,Gable,CompShg,None,0.0,Slab,0.0,943,1,5,1.0,1.0,WD ,80000,49,1251.0,11.0,HdBoardHdBoard
515,2344,50,Corner,NWAmes,1Fam,1.5Fin,1988,1988,Gable,CompShg,BrkFace,178.0,PConc,1204.0,2183,2,9,1.0,3.0,WD ,229000,18,4173.0,19.0,HdBoardHdBoard
516,248,60,Inside,SawyerW,1Fam,2Story,1993,1994,Gable,CompShg,BrkFace,246.0,PConc,1050.0,1949,2,8,3.0,2.0,WD ,236000,17,3573.0,19.0,MetalSdMetalSd
517,2276,20,Inside,Timber,1Fam,1Story,2006,2007,Hip,CompShg,BrkFace,242.0,PConc,1824.0,1824,2,8,3.0,3.0,New,392000,1,4580.0,25.0,MetalSdMetalSd
518,755,70,Inside,IDOTRR,1Fam,2Story,1927,1950,Gable,CompShg,None,0.0,CBlock,720.0,1930,2,8,1.0,1.0,WD ,149000,82,2966.0,15.0,PlywoodPlywood
519,1178,160,Inside,Somerst,TwnhsE,2Story,1998,1999,Gable,CompShg,None,0.0,PConc,970.0,2393,2,7,3.0,2.0,WD ,345000,10,4209.0,24.0,BrkFaceMetalSd
520,2636,70,Corner,OldTown,1Fam,2Story,1900,2005,Hip,CompShg,None,0.0,PConc,716.0,2014,2,8,1.0,2.0,WD ,169000,106,3354.0,14.0,CemntBdCemntBd
521,2077,20,Inside,Edwards,1Fam,1Story,1946,1950,Gable,CompShg,None,0.0,CBlock,484.0,1242,1,4,1.0,1.0,WD ,109900,61,2062.0,13.0,Wd SdngWd Sdng
522,2930,60,Inside,Mitchel,1Fam,2Story,1993,1994,Gable,CompShg,BrkFace,94.0,PConc,996.0,2000,2,9,3.0,3.0,WD ,188000,13,3646.0,17.0,HdBoardHdBoard
523,737,50,Inside,BrkSide,1Fam,1.5Fin,1939,1950,Gable,CompShg,None,0.0,CBlock,780.0,1412,1,6,1.0,1.0,WD ,132500,70,2472.0,15.0,MetalSdMetalSd
524,837,20,Inside,CollgCr,1Fam,1Story,1994,1994,Gable,CompShg,None,0.0,PConc,990.0,990,1,5,2.0,1.0,WD ,143000,15,2420.0,14.0,VinylSdVinylSd
525,2086,20,Inside,Edwards,1Fam,1Story,1951,1951,Gable,CompShg,None,0.0,CBlock,1342.0,1342,1,7,1.0,1.0,WD ,125000,56,2940.0,13.0,Wd SdngWd Sdng
526,2385,20,Corner,NridgHt,1Fam,1Story,2005,2005,Hip,CompShg,BrkFace,568.0,PConc,1868.0,1868,2,7,3.0,3.0,WD ,415000,1,4821.0,24.0,VinylSdVinylSd
527,189,70,Inside,OldTown,1Fam,2Story,1910,1950,Gable,CompShg,None,0.0,CBlock,622.0,1363,1,6,1.0,2.0,WD ,125500,100,2513.0,12.0,VinylSdVinylSd
528,635,20,Inside,NAmes,1Fam,1Story,1958,1988,Hip,CompShg,BrkCmn,183.0,CBlock,1240.0,1632,2,6,2.0,1.0,WD ,139000,51,3210.0,15.0,Wd SdngWd Sdng
529,432,60,Corner,NridgHt,1Fam,2Story,2008,2008,Gable,CompShg,Stone,420.0,PConc,1722.0,2296,2,10,2.0,3.0,ConLI,451950,1,4860.0,25.0,CemntBdCemntBd
530,900,90,Inside,Edwards,Duplex,1Story,1959,1959,Hip,CompShg,BrkFace,74.0,CBlock,1678.0,1678,2,10,0.0,0.0,WD ,119900,50,3356.0,14.0,VinylSdVinylSd
531,966,20,Inside,Timber,1Fam,1Story,2001,2002,Gable,CompShg,BrkFace,136.0,PConc,1267.0,1296,2,6,3.0,2.0,WD ,220000,8,3034.0,21.0,VinylSdVinylSd
532,1612,20,Inside,NAmes,1Fam,1Story,1971,1971,Gable,CompShg,BrkFace,302.0,CBlock,1587.0,1587,2,7,1.0,2.0,WD ,167300,36,3699.0,15.0,MetalSdMetalSd
533,904,50,Inside,Edwards,1Fam,1.5Fin,1941,1950,Gable,CompShg,None,0.0,CBlock,720.0,1298,1,6,1.0,1.0,WD ,122000,68,2274.0,14.0,Wd SdngWd Sdng
534,2487,90,Inside,Sawyer,Duplex,1Story,1963,1963,Gable,CompShg,BrkFace,336.0,CBlock,1728.0,1728,2,10,1.0,2.0,ConLI,125000,43,3960.0,14.0,HdBoardHdBoard
535,1304,20,Inside,OldTown,1Fam,1Story,1957,1957,Hip,CompShg,None,0.0,CBlock,928.0,928,1,5,3.0,1.0,WD ,112500,51,2144.0,14.0,BrkFaceBrkFace
536,2112,60,Inside,CollgCr,1Fam,2Story,2005,2006,Gable,CompShg,None,0.0,PConc,879.0,1795,2,7,2.0,2.0,WD ,191000,2,3252.0,19.0,VinylSdVinylSd
537,1244,20,Corner,NAmes,1Fam,1Story,1958,1958,Hip,CompShg,BrkFace,135.0,CBlock,1080.0,1080,1,5,1.0,1.0,WD ,136000,50,2448.0,15.0,MetalSdMetalSd
538,843,60,Corner,CollgCr,1Fam,2Story,1998,1998,Gable,CompShg,None,0.0,PConc,866.0,1779,2,6,2.0,2.0,WD ,197900,11,3191.0,18.0,VinylSdVinylSd
539,2689,50,Corner,OldTown,1Fam,1.5Fin,1910,2003,Hip,CompShg,None,0.0,CBlock,485.0,1635,1,5,1.0,1.0,WD ,117000,96,2375.0,16.0,VinylSdVinylSd
540,2753,20,Inside,CollgCr,1Fam,1Story,2006,2006,Gable,CompShg,Stone,84.0,PConc,1199.0,1220,2,6,2.0,2.0,New,194000,0,3051.0,19.0,VinylSdVinylSd
541,1169,120,Inside,Somerst,TwnhsE,1Story,2001,2001,Gable,CompShg,BrkFace,179.0,PConc,1310.0,1310,1,5,2.0,2.0,WD ,285000,7,3165.0,22.0,VinylSdVinylSd
542,1376,190,Inside,Edwards,2fmCon,1.5Fin,1940,1999,Gable,CompShg,None,0.0,BrkTil,644.0,1355,2,6,0.0,0.0,WD ,127500,68,1999.0,14.0,Wd SdngWd Sdng
543,2503,60,CulDSac,NoRidge,1Fam,2Story,1992,2000,Gable,CompShg,None,0.0,PConc,1095.0,2295,2,9,2.0,2.0,WD ,268000,14,3980.0,19.0,HdBoardHdBoard
544,1987,70,Inside,OldTown,1Fam,2Story,1900,1950,Gable,CompShg,None,0.0,PConc,1075.0,1798,2,7,1.0,2.0,WD ,137000,107,3215.0,13.0,MetalSdMetalSd
545,1190,20,CulDSac,NWAmes,1Fam,1Story,1967,1967,Gable,CompShg,None,0.0,CBlock,1620.0,1620,2,8,1.0,2.0,WD ,215000,41,3818.0,17.0,PlywoodPlywood
546,1930,20,Inside,NAmes,1Fam,1Story,1955,1955,Hip,CompShg,None,0.0,CBlock,1216.0,1216,1,5,2.0,1.0,WD ,129500,52,2768.0,14.0,MetalSdMetalSd
547,2677,50,Inside,BrkSide,1Fam,1.5Fin,1936,1950,Gable,CompShg,None,0.0,BrkTil,896.0,1344,1,7,1.0,1.0,WD ,115000,70,2480.0,15.0,MetalSdMetalSd
548,1256,50,Corner,OldTown,1Fam,1.5Fin,1925,1950,Gable,CompShg,None,0.0,PConc,747.0,1159,1,5,1.0,1.0,WD ,114000,83,2194.0,14.0,VinylSdVinylSd
549,2484,20,Inside,SawyerW,1Fam,1Story,1966,1966,Gable,CompShg,None,0.0,CBlock,1056.0,1056,1,5,1.0,1.0,WD ,107000,40,2496.0,13.0,HdBoardHdBoard
550,1253,50,Inside,NAmes,1Fam,1.5Fin,1947,1950,Gable,CompShg,None,0.0,CBlock,832.0,1216,1,6,1.0,1.0,COD,118500,61,2384.0,14.0,MetalSdMetalSd
551,1337,50,Corner,BrkSide,1Fam,1.5Fin,1929,1950,Gable,CompShg,None,0.0,BrkTil,862.0,1158,1,5,2.0,1.0,WD ,120000,79,2228.0,15.0,WdShingWdShing
552,1788,20,Inside,Somerst,1Fam,1Story,2005,2005,Gable,CompShg,BrkFace,148.0,PConc,1538.0,1538,2,7,2.0,2.0,WD ,260000,2,3560.0,20.0,VinylSdVinylSd
553,141,20,Inside,NAmes,1Fam,1Story,1959,1959,Hip,CompShg,BrkFace,150.0,CBlock,1143.0,1143,1,6,2.0,1.0,WD ,136000,51,2594.0,14.0,MetalSdMetalSd
554,1669,20,Inside,NAmes,1Fam,1Story,1971,1971,Gable,CompShg,None,0.0,CBlock,858.0,872,1,5,1.0,4.0,WD ,123000,36,2210.0,13.0,MetalSdMetalSd
